song_title,album,year,singer,lyricist,composer,imdb_id
milatii hai nazar nazaro.n se agar,Do Dilon Ki Daastaan,1966,"Rafi, Asha",Raja Mehdi Ali Khan,O P Nayyar,
kaajal vaale nain milaa ke kar ... are re re luuT liyaa re,Devar,1966,Rafi,Anand Bakshi,Roshan,tt0060306
dhaaginaa tinak dhin ... jab tak ye sa.nsaar nachaa_e,Mere Lal,1966,"Mukesh, Usha/ Usha",Majrooh,Laxmikant-Pyarelal,
aap naaraaz Kudaa Kair kare naaz\-o\-andaaz,Pyar Mohabbat,1966,Rafi,Shailendra,Shankar-Jaikishan,tt0274743
itanii ba.Dii duniyaa jahaa.N itanaa ba.Daa melaa,Toofan Mein Yeh Pyar Kahan,1966,Mohd. Rafi,Prem Dhawan,Chitragupt,
vo ha.Ns ke mile ham se ham pyaar samajh baiThe,Baharen Phir Bhi Aayengi,1966,Asha,S H Bihari,O P Nayyar,tt0060145
aaj ko_ii pyaar se dil kii baate.n kah gayaa,Sawan Ki Ghata,1966,Asha,S H Bihari,O P Nayyar,tt0176121
badal jaaye agar maalii ... bahaare.n phir bhii aaye.ngii,Baharen Phir Bhi Aayengi,1966,Mahendra Kapoor,Kaifi Azmi,O P Nayyar,tt0060145
aayaa hai mujhe phir yaad vo zaaliim guzaraa zamaanaa bachapan kaa,Devar,1966,Mukesh,Anand Bakshi,Roshan,tt0060306
"merii jaan tum pe sadake, ehasaan itanaa kar do",Saavan Ki Ghata,1966,Mahendra Kapoor / Asha,S H Bihari,O P Nayyar,
naa ye zamii.n thii naa aasamaa.N thaa,Sagaai,1966,"Rafi, Asha",Rajinder Krishan,Ravi,
chal haT rii hawaa ghuu.NghaT naa uThaa,Madar-E-Watan (Pakistan),1966,Noorjehan,Masroor Anwar,Salim Iqbal,
ajii pahalii mulaaqaat me.n nahii.n pyaar jataayaa karate,Do Dilon Ki Daastan,1966,"Rafi, Asha",Raja Mehandi Ali Khan,O P Nayyar,
"ye dil hai muhabbat kaa pyaasaa, is dil kaa ta.Dapanaa kyaa kahiye",Dil Ne Phir Yaad Kiya,1966,Mukesh,G L Rawal,Sonik-Omi,tt0371636
"shiishe se pii, yaa paimaane se pii",Phool Aur Patthar,1966,Asha,Shakeel,Ravi,tt0139525
dil ne phir yaad kiyaa,Dil Ne Phir Yaad Kiya,1966,"Rafi, Suman Kalyanpur, Mukesh",G L Rawal,Sonik-Omi,tt0371636
har qadam par nit na_e saa.Nche me.n,Pakistani-film{Mere Mahboob),1966,Noorjehan,Hamayat Ali Shayar,Khalil Ahmad,
gore haatho.n par na zulm karo,Pyaar Kiye Jaa,1966,Rafi,Rajinder Krishan,Laxmikant-Pyarelal,
tumhe.n yaad karate karate jaaegii rain saarii,Aamrapali,1966,Lata,Shailendra,Shankar-Jaikishan,
mai.n ne dekhaa thaa sapano.n me.n ek cha.ndrahaar,Gaban,1966,Lata,Hasrat,Shankar-Jaikishan,tt0060444
itanaa hai tumase pyaar mujhe mere raazadaar,Suraj,1966,"Rafi, Suman Kalyanpur",Hasrat Jaipuri,Shankar-Jaikishan,tt0061046
"saaz ho tum aavaaz huu.N mai.n, tum biinaa ho mai.n huu.N taar",Saaz Aur Awaz,1966,Rafi,Khumar Barabankvi,Naushad,
mai.n bevafaa nahii.n huu.N tere pyaar kii qasam,Preet Na Jane Reet,1966,Rafi,Qamar Jalalabadi,Kalyanji-Anandji,tt0371894
suunii raat me.n kho ga_e,Sannata,1966,Lata,Gulzar,Hemant,tt0391442
baadal to aa_e laharaa ke chhaa_e,Dillagi,1966,Lata,Yogesh,Rajesh Roshan,tt0350813
diyaa naa bujhe ... sun le pukaar aa_ii,Phool Aur Patthar,1966,Asha,Shakeel,Ravi,tt0139525
tum ishq kii mahafil ho ... ik baar phir kaho zaraa,Saaz Aur Awaz,1966,"Rafi, Asha",Khumar Barabankwi,Naushad,
"sajanavaa bairii ho gaye hamaar, chiThiyaa ho to har koii baa.Nche",Teesri Kasam,1966,Mukesh,Shailendra,Shankar-Jaikishan,tt0061072
zindagii me.n pyaar karanaa siikh le,Phool Aur Patthar,1966,Asha,Shakeel Badayuni,Ravi,tt0139525
aajaa re pyaar pukaare nainaa to ro\-ro haare,Dil Ne Phir Yaad Kiya,1966,Lata,G S Rawal,Sonik Omi,tt0371636
aap aa jaa_e.N to ... duniyaa me.n aisaa kahaa.N sabakaa nasiib hai,Devar,1966,Lata,Anand Bakshi,Roshan,tt0060306
diivaano.n se ye mat puuchho,Upkaar,1967,Mukesh,Qamar Jalalabadi,Kalyanji-Anandji,
ye hasii.n ye naazanii.n,Hamraaz (Pakistani-Film),1967,Mehdi Hasan,Qateel Shifai,Khurshid Anwar,
ye kaun chitrakaar hai ye kaun chitrakaar,Boond Jo Ban Gayi Moti,1967,Mukesh,Bharat Vyas,Satish Bhatia,
"mere desh kii dharatii, sonaa ugale ugale hiire motii",Upkaar,1967,"Mahendra Kapoor, chorus",Indeevar,Kalyanji-Anandji,
qariib aa ye nazar phir mile mile naa mile,Anita,1967,Lata,Raja Mehandi Ali Khan,Laxmikant-Pyarelal,tt0231150
tiir aa.Nkho.n kaa jigar ke paar kar do yaar tum,Gunahon Ka Devta,1967,Mukesh,Hasrat,Shankar-Jaikishan,tt0219071
aaj kii raat ye kaisii raat ki hamako nii.nd nahii.n aatii,Aman,1967,"Rafi, Saira Bano",Shailendra,Shankar-Jaikishan,tt0233193
umariyaa bin khevak kii naiyyaa,Majhli Didi,1967,Hemant Kumar,Neeraj,Hemant Kumar,tt0139447
jaan\-e\-tamannaa kyaa kar Daalaa,C.I.D. 909,1967,"Asha, Mahendra Kapoor",S H Bihari,O P Nayyar,tt0175508
nain milaakar chain churaanaa kisakaa hai ye kaam,Aamne Saamne,1967,Rafi,Anand Bakshi,Kalyanji-Anandji,tt0178181
"raat ke hamasafar, thak ke ghar ko chale",An Evening In Paris,1967,"Rafi, Asha",Shailendra,Shankar-Jaikishan,tt0074503
"duniyaa paagal hai, yaa phir mai.n diivaanaa",Shaagird,1967,"Rafi, I S Johar",Majrooh,Laxmikant-Pyarelal,
man ma.ndir ke devataa raakho laaj hamaarii,Lakhon Mein Ek (Pakistani Film),1967,Noor Jehan,"Fayyaz Hashmi, Tanvir Naqvi, Masroor Anwar",Nisar Bazmi,
ba.Dii mushkil se huaa teraa meraa saath piyaa,Lakhon Mein Ek (Pakistani Film),1967,Noorjehan,"Fayyaz Hashmi, Tanvir Naqvi, Masroor Anwar",Nisar Bazmi,
sharaabii\-sharaabii ye saawan ka mausam,Noorjehan,1967,Suman Kalyanpur,Shakeel,Roshan,tt0139502
chaahaa thaa banuu.N pyaar kii raaho.n kaa devataa,Gunahon Ka Devta,1967,Mukesh,Shailendra,Shankar-Jaikishan,tt0219071
"aasamaan se aayaa farishtaa, pyaar kaa sabak sikhalaane",An Evening In Paris,1967,"Rafi, Sharmila Tagore",Hasrat,Shankar-Jaikishan,tt0074503
merii taqadiir kahaa.N par ... raam kare kahii.n nainaa na ulajhe.n,Gunahon Ka Devta,1967,Lata,Hasrat,Shankar-Jaikishan,tt0219071
dil lagaakar aapase pachhataa rahe hai.n jaan\-e\-man,Around The World,1967,Mukesh,Hasrat,Shankar-Jaikishan,tt0061366
jab jab bahaar aa_ii aur phuul muskuraaye mujhe tum yaad aaye,Taqdeer,1967,"Lata / Rafi/ Mahendra Kapoor, Usha Mangeshkar, Usha Timothy",Anand Bakshi,Laxmikant-Pyarelal,tt0165973
duniyaa kii sair kar lo ... ##around the world in eight dollars##,Around The World,1967,"Mukesh, Sharda",Shailendra,Shankar-Jaikishan,tt0061366
dekhaa hai sabhii ne chaa.Nd ko use kyaa dekhe.n,Dil Ne Pukara,1967,Rafi,Indeevar,Kalyanji-Anandji,tt0175566
khaa_ii thii qasam ik raat sanam,Dil Ne Pukara,1967,Lata,Indeevar,Kalyanji-Anandji,tt0175566
vaqt karataa jo vafaa aap hamaare hote,Dil Ne Pukara,1967,Mukesh,Indeevar,Kalyanji-Anandji,tt0175566
"patthar ke sanam, tujhe hamane, muhabbat kaa khudaa jaanaa",Patthar Ke Sanam,1967,Rafi,Majrooh,Laxmikant-Pyarelal,tt0176012
kyo.n jhukii\-jhukii hai.n palake.n merii jaa.N ye baat kyaa hai,Chhaila Babu,1967,"Mukesh, Lata",Hasrat,Laxmikant-Pyarelal,
kis tarah jiite hai.n ye log bataa do yaaro.n,Nai Roshni,1967,Rafi,Rajinder Krishan,Ravi,tt0372448
chalo achchhaa hu_aa tum bhuul gaye,Lakhon Mein Ek (Pakistani-Film),1967,Noorjehan,Fayyaz Hashmi,Nisar Bazmi,
mast bahaaro.n kaa mai.n aashiq mai.n jo chaahe.n yaar karuu.N,Farz,1967,Rafi,Anand Bakshi,Laxmikant Pyarelal,tt0061650
"ham ne jo dekhe sapane, sach ho gae vo apane",Parivaar,1967,"Lata, Mahendra Kapoor",Gulshan Bawra,Kalyanji-Anandji,
mubaarak ho sab ko samaa ye suhaanaa (mai.n to diivaanaa diivaanaa),Milan,1967,Mukesh,Anand Bakshi,Laxmikant-Pyarelal,tt0061974
ba.De miyaa.N diivaane aise naa bano,Shagird,1967,"Rafi, I S Johar",Majrooh,Laxmikant-Pyarelal,tt0306065
"josh-e-javaanii haay, re haay",Around The World,1967,Mukesh,Shailendra,Shankar-Jaikishan,tt0061366
taaro.n se pyaare dil ke ishaare ... aanaa hii hogaa tujhe,Diwana,1967,Mukesh,Hasrat,Shankar-Jaikishan,tt0062897
aman kaa farishtaa kahaa.N jaa rahaa hai,Aman,1967,Rafi,Hasrat,Shankar-Jaikishan,tt0233193
jaane meraa dil kise Dhuu.NDh rahaa hai in harii\-bharii vaadiyo.n me.n,Laat Saheb,1967,Rafi,Hasrat,Shankar-Jaikishan,
ai chaa.Nd zaraa chhup jaa ai vaqt zaraa ruk jaa,Laat Saheb,1967,"Rafi, Asha",Shailendra,Shankar-Jaikishan,
dil le ga_ii le ga_ii ek chulabulii chulabulii naazanii.n,Laat Saheb,1967,Rafi,Hasrat,Shankar-Jaikishan,
pate kii baat kahegaa kahegaa jab bhii diivaanaa,Diwana,1967,Mukesh,Shailendra,Shankar-Jaikishan,tt0062897
aavaaraa ai mere dil,Raat Aur Din,1967,Lata,Shailendra,Shankar-Jaikishan,tt0156923
"raat aur din diyaa jale, mere man me.n phir bhii a.ndhiyaaraa hai",Raat Aur Din,1967,Lata,Shailendra,Shankar-Jaikishan,tt0156923
"dil kii girah khol do, chup na baiTho, koii giit gaao",Raat Aur Din,1967,"Lata, Manna De",Shailendra,Shankar-Jaikishan,tt0156923
chale jaanaa zaraa Thaharo kisii kaa dam nikalataa hai,Around The World,1967,"Mukesh, Sharda",Hasrat,Shankar-Jaikishan,tt0061366
"diivaanaa mujhako log kahe, mai.n samajhuu.N jag hai diivaanaa",Deewaanaa,1967,Mukesh,Hasrat,Shankar-Jaikishan,
mubaarak dene aa_e the ... ham to jaate apane gaa.Nv,Diwana,1967,Mukesh,Shailendra,Shankar-Jaikishan,tt0062897
tan me.n agni man me.n chubhan ... o rabbaa Kair,Laat Saheb,1967,"Rafi, Asha",Hasrat,Shankar-Jaikishan,
phuul saa cheharaa chaa.Nd sii ra.ngat chaal qayaamat,Raat Aur Din,1967,Rafi,Hasrat,Shankar-Jaikishan,tt0156923
saverevaalii gaa.Dii se chale jaae.Nge,Laat Saheb,1967,"Rafi, Chorus",Shailendra,Shankar-Jaikishan,
"dhaanii chunarii pahan, sajake banake dulhan (kaa.Nch kii chuu.Diyaa.N)",Hare Kaanch Ki Choodiyaan,1967,Asha,Shailendra,Shankar-Jaikishan,
ai husn\-parii\-cheharaa kyo.n itanii dardama.nd ho,Aman,1967,Rafi,Hasrat,Shankar-Jaikishan,tt0233193
tumhaare pyaar me.n ham ... shikaar karane ko aa_e,Shikar,1968,Rafi,Hasrat,Shankar-Jaikishan,tt0148841
jiiwan se lambe hai.n bandhuu ye jiiwan ke raste,Aashirwad,1968,Manna Dey,Gulzar,Vasant Desai,tt0147855
"dekhaa hai terii aa.Nkho.n me.n, pyaar hii pyaar beshumaar",Pyaar Hi Pyaar,1968,Rafi,Hasrat,Shankar-Jaikishan,
mai.n kahii.n kavi na ban jaa_uu.N tere pyaar me.n ai kavitaa,Pyaar Hi Pyaar,1968,Rafi,Hasrat,Shankar-Jaikishan,
tum pyaar se dekho ham pyaar se dekhe.n,Sapnon Ka Saudagar,1968,"Mukesh, Sharda",Shailendra,Shankar-Jaikishan,tt0232585
ham pe ilzaam ye kyuu.N hai ki mohabbat kii hai,Kahin Din Kahin Raat,1968,"Mahendra Kapoor, Asha",S H Bihari,O P Nayyar,tt0290689
le lo le lo sapano.n kaa saudaaGar aayaa,Sapnon Ka Saudagar,1968,Mukesh,Shailendra,Shankar-Jaikishan,tt0232585
hamasafar ab ye safar kaT jaa_egaa,Juari,1968,"Mukesh, Lata",Anand Bakshi,Kalyanji-Anandji,tt0063163
pahaluu me.n yaar ho to kis baat kii kamii hai,Shrimanji,1968,"Kishor, Asha",Ajiz Kashmiri,O P Nayyar,tt0293597
meraa pyaar bhii tuu hai ye bahaar bhii tuu hai,Sathi,1968,"Mukesh, Suman Kalyanpur",Majrooh,Naushad,
"cha.ndan-saa badan, cha.nchal chitavan, dhiire se teraa ye musakaanaa",Saraswatichandra,1968,Mukesh,Indeevar,Kalyanji-Anandji,tt0148706
"laakho.n hai yahaa.N dilavaale, aur pyaar nahii.n milataa",Kismat,1968,Mahendra Kapoor,S H Bihari,O P Nayyar,tt0213773
"parde me.n rahane do, pardaa na uThaao",Shikaar,1968,Asha,Hasrat,Shankar-Jaikishan,tt0148841
qaatil hai terii har adaa har dil hai tujh par fidaa,Lady Killer,1968,Mukesh,Indivar,Ajit Merchant,
tuu aa_e na aa_e magar jaane vaale terii yaad,Payal Ki Jhankar,1968,Lata,Rajinder Krishan,C Ramchandra,tt0259494
are o re dharatii kii tarah har dukh sah le,Suhaagraat,1968,Kishor,Indeevar,Kalyanji-Anandji,
mile na phuul to kaa.NTo.n se dostii kar lii,Anokhi Raat,1968,Rafi,Indeevar,Roshan,tt0147843
sharm aatii hai magar aaj ye kahanaa hogaa,Padosan,1968,Lata,Rajinder Krishan,R D Burman,tt0063404
aajaa mere pyaar ke sahaare abhii\-abhii,Humsaya,1968,Asha,S H Bihari,O P Nayyar,
"ham ne apanaa sab kuchh khoyaa, pyaar teraa paane ko",Saraswati Chandra,1968,Mukesh,Indeevar,Kalyanji-Anandji,
chale the saath mil kar chale.nge saath mil kar,Haseena Maan Jayegi,1968,Rafi,Akhtar Roomani,Kalyanji-Anandji,tt0239452
dilabar\-dilabar kahate\-kahate hu_aa diivaanaa,Haseena Maan Jayegi,1968,"Rafi, Lata",Qamar Jalalabadi,Kalyanji-Anandji,tt0239452
vo zi.ndagii ai merii bebasii,Sapnon Ka Saudagar,1968,Mukesh,Shailendra,Shankar-Jaikishan,tt0232585
"kahaa.N chal diye, idhar to aao",Jhuk Gaya Aasmaan,1968,Rafi,Hasrat,Shankar-Jaikishan,
falasafaa pyaar kaa tum kyaa jaano,Duniya,1968,Rafi,Hasrat,Shankar-Jaikishan,tt0062918
"likhe jo khat tujhe, vo terii yaad me.n",Kanyadaan,1968,Rafi,Neeraj,Shankar-Jaikishan,tt0320100
dil ke jharokhe me.n tujhako biThaakar,Brahmachari,1968,Rafi,Hasrat,Shankar-Jaikishan,tt0147925
kabhii ruk gaye to,Rahgir,1968,Hemant,Gulzar,Hemant,tt0237636
ik thaa bachapan,Aashirwad,1968,"Lata, chorus",Gulzar,Vasant Desai,tt0147855
jo guzar rahii hai mujh par use kaise mai.n bataa_uu.N,Mere Huzoor,1968,Rafi,Hasrat,Shankar-Jaikishan,tt0290763
"Gairo.n pe karam apano.n pe sitam, ai jaan\-e\-vafaa ye zulm na kar",Aankhen,1968,Lata,Sahir,Ravi,tt0230498
mere dil pe a.Ndheraa saa chhaane lagaa,Ek Phool Ek Bhool,1968,Rafi,Indivar,Usha Khanna,
dulhan se tumhaaraa milan hogaa o man tho.Dii dhiir,Anokhi Raat,1968,Mukesh,Indivar,Roshan,tt0147843
har cheharaa yahaa.N chaa.Nd to har zarraa sitaaraa,Aabroo,1968,Rafi,G S Rawal,Sonik Omi,tt0290393
aaj andhere ko miTaanaa ... ai mere soye hu_e pyaar,Payal Ki Jhankar,1968,Kishor/ Asha,Rajinder Krishan,C Ramchandra,tt0259494
ye parbato.n ke daayare ye shaam kaa dhuaa.N,Vasna,1968,"Lata, Rafi",Sahir,Chitragupt,
chho.D de saarii duniyaa kisii ke lie,Saraswati Chandra,1968,Lata,Indeevar,Kalyanji-Anandji,
mai.n to bhuul chalii baabul kaa des,Saraswati Chandra,1968,Lata,Indeevar,Kalyanji-Anandji,
mahalo.n kaa raajaa milaa,Anokhi Raat,1968,Lata,Indeevar,Roshan,tt0147843
haiyaa o ga.ngaa maiyaa ... ga.ngaa maiyaa me.n jab tak,Suhaagraat,1968,Lata,Indeevar,Kalyanji-Anandji,
phuul tumhe.n bhejaa hai khat me.n,Saraswati Chandra,1968,"Lata, Mukesh",Indeevar,Kalyanji-Anandji,
ye dil nahii.n ki jisake sahaare jiite hai.n,Aabroo,1968,Rafi,G S Rawal,Sonik Omi,tt0290393
"vo hasiin dard de do, jise mai.n gale lagaa luu.N",Hamsaaya,1968,Asha,Shevan Rizvi,O P Nayyar,
haath aayaa hai jab se teraa haath me.n,Dil Aur Mohabbat,1968,"Asha, Mahendra Kapoor",Shevan Rizvi,O P Nayyar,tt0062892
"dil kii aavaaz bhii sun, mere fasaane pe na jaa",Hamsaaya,1968,Rafi,Shevan Rizvi,O P Nayyar,
"aa.Nkho.n me.n qayaamat ke kaajal, ho.nTho.n pe gazab kii laalii hai",Kismat,1968,Mahendra Kapoor,S H Bihari,O P Nayyar,tt0213773
are bha_ii shriimaan jii ... kaho meharabaan jii,Shrimanji,1968,"Kishor, Mahendra Kapoor",Ajiz Kashmiri,O P Nayyar,tt0293597
o kanhaiyaa ... aaj panaghaT pe hai terii raadhaa,Humsaya,1968,Asha,S H Bihari,O P Nayyar,
ye samaa ye rut ye nazaare dil meraa machalane lagaa,Do Kaliyaan,1968,"Lata, Rafi",Sahir,Ravi,
yaaro hamaaraa kyaa,Abhilasha,1968,"Manna Dey, Bhupinder, Maruti",Majrooh,R D Burman,
gar tum bhulaa na doge,Yakeen,1969,Rafi,Hasrat,Shankar-Jaikishan,tt0158375
kuchh log ruuTh kar bhii,Pakistani-Film(Andleeb),1969,Noorjehan,Masroor Anwar,Nisar Bazmi,
nazar me.n bijalii adaa me.n shole,Prince,1969,Rafi,Farooq Kaisar,Shankar-Jaikishan,tt0064842
chale jaa chale jaa chale jaa jahaa.N pyaar mile,Jahan Pyaar Mile,1969,Rafi,Hasrat,Shankar-Jaikishan,
bach ke jaane na duu.Ngii diladaar terii merii laagii sarat,Prince,1969,"Rafi, Lata",Farooq Kaisar,Shankar-Jaikishan,tt0064842
jab\-jab apanaa mel hu_aa to dil ye pukaaraa,Mahua,1969,"Rafi, Sulakshana Pundit",Qamar Jalalabadi,Sonik Omi,
##verse## aaj kii raat chiraaGo.n kii lau uu.Nchii kar lo,Khamoshi,1969,Aarti Mukherjii,Gulzar,Hemant,tt0142431
madahosh havaa matavaalii fizaa ... dil apanaa diivaanaa lagataa hai,Prince,1969,Rafi,Farooq Kaisar,Shankar-Jaikishan,tt0064842
jo diyaa thaa tumane ik din,Sambandh,1969,"Mahendra Kapoor, Hemant Kumar",Pradeep,O P Nayyar,tt0362111
inasaano.n ne paise ke liye,Paisa Ya Pyaar,1969,Hemant,Sahir,Ravi,
kisii meharabaa.N kii nazar Dhuu.NDhate hai.n,Raja Saab,1969,Rafi/ Manhar,Anand Bakshi,Kalyanji-Anandji,tt0371908
ai jaan\-e\-bahaaraa.N jaan\-e\-karam,Jahan Pyaar Mile,1969,Rafi,Hasrat,Shankar-Jaikishan,
aa_o tumhe.n pyaar karanaa sikhaa_uu.N,Shatranj,1969,Rafi,Hasrat,Shankar-Jaikishan,tt0378751
tumhe.n mai.n agar apanaa saathii banaa luu.N,Shatranj,1969,"Rafi, Asha",S H Bihari,Shankar-Jaikishan,tt0378751
sajan tere pyaar me.n mai.n to hu_ii barabaad,Mahua,1969,"Omi, Asha",Qamar Jalalabadi,Sonik-Omi,
o ho o o o dharatii kahe pukaar ke,Dharti Kahe Pukar Ke,1969,Rafi,Majrooh,Laxmikant-Pyarelal,tt0215713
dost kahaa.N ko_ii tumasaa tumasaa nahii.n ko_ii ##mister##,Khamoshi,1969,Manna Dey,Gulzar,Hemant,tt0142431
o nii sultaanaa re pyaar kaa mausam aayaa,Pyar Ka Mausam,1969,"Rafi, Lata",Majrooh,R D Burman,tt0230670
ye shamaa to jalii roshanii ke li_e,Aya Sawan Jhoom Ke,1969,Rafi,Anand Bakshi,Laxmikant-Pyarelal,tt0229950
ye pardaa haTaa do zaraa mukha.Daa dikhaa do,Ek Phool Do Mali,1969,"Rafi, Asha",Prem Dhawan,Ravi,tt0214665
"ye reshamii zulfe.n, ye sharabatii aa.Nkhe.n",Do Raaste,1969,Rafi,Anand Bakshi,Laxmikant-Pyarelal,tt0064241
"tum jahaa.N ho vahaa.N, kyaa ye mausam nahii.n",Road To Sikkim,1969,Mukesh,Jalal Malihabadi,Vijaysinghji,
ye kyaa kiyaa re duniyaa vaale jahaa.N ke Gam,Beti,1969,Mukesh,Shakeel,Sonik Omi,tt0237035
"o nanhe se farishte, tujh se ye kaisaa naataa",Ek Phool Do Mali,1969,Rafi,Prem Dhawan,Ravi,tt0214665
mai.n Kud huu.N chandramukhii ... akelii huu.N mai.n piyaa aa,Sambandh,1969,Asha,Pradeep,O P Nayyar,tt0362111
abhii to raat baaqii hai ye Dhal jaaye to so jaanaa,Bandish,1969,Rafi,Akmal Hyderabadi,Usha Khanna,
"koraa kaagaz thaa ye man meraa, likh liyaa naam is pe teraa",Aradhana,1969,"Kishore, Lata",Anand Bakshi,S D Burman,tt0065416
"sun le baapuu ye paiGaam, merii chiTThii tere naam",Baalak,1969,Suman Kalyanpur,Bharat Vyas,Dattaram,
soch ke ye gagan jhuume abhii chaa.Nd nikal aaegaa,Jyoti,1969,"Manna De, Lata",Anand Bakshi,S D Burman,
"ye duniyaa vaale puuchh.Nge, mulaaqaat huii kya baat huii",Mahal,1969,"Asha, Kishore",Anand Bakshi,Kalyanji-Anandji,tt0275489
baaGo.n me.n bahaar hai,Aradhana,1969,"Rafi, Lata",Anand Bakshi,S D Burman,tt0065416
jo Kvaab sajaa hai palako.n me.n,Jiyo Aur Jeene Do,1969,Usha Mangeshkar,Naqsh Lyalpuri,Jaidev,
muqaabalaa hamase naa karo,Prince,1969,"Rafi, Lata, Asha",Hasrat,Shankar-Jaikishan,tt0064842
saa.Njh bha_ii jhaa.Njh bhed jiyaraa ke khole re,Sapna,1969,Usha Mangeshkar,V N Mangal,Jaidev,tt0244741
mai.n huu.N teraa giit gorii tuu hii merii taan hai,Mahua,1969,"Rafi, Asha",Qamar Jalalabadi,Sonik Omi,
janam-janam kaa saath hai nibhaane ko,Tumse Achcha Kaun Hai,1969,Rafi,Hasrat,Shankar-Jaikishan,
"vo parii kahaa.N se laauu.N, terii dulhan jise banaauu.N",Pehchaan,1969,"Suman Kalyanpur, Sharda, Mukesh",Varma Malik,Shankar-Jaikishan,
jaane na jaane ... mai.n huu.N pujaarii tuu merii devii,Bhai Bahen,1969,Mukesh,Narendra Sharma,Shankar-Jaikishan,tt0064085
ra.ngat terii suurat-sii kisii me.n nahii.n nahii.n,Tumse Achchhaa Kaun Hai,1969,"Lata, Rafi",Hasrat Jaipuri,Shankar-Jaikishan,
ai dost mere maine duniyaa dekhii hai,Sachaai,1969,"Rafi, Manna Day",Rajindra Krishan,Shankar-Jaikishan,tt0316521
dil karataa o yaaraa diladaaraa,Aadmi Aur Insaan,1969,"Mahendra Kapoor, Balbir, Joginder",Sahir,Ravi,tt0158449
tere chehare se haTe aa.Nkh to duniyaa dekhuu.N,Pyar Ka Sapna,1969,Rafi,Rajinder Krishan,Chitragupt,tt0244741
ai merii zindagii tuu nahii.n ajanabii,Pyar Ka Sapna,1969,"Rafi, Lata",Rajinder Krishan,Chitragupt,tt0244741
"aane se usake aae bahaar, jaane se usake jaae bahaar",Jeene Ki Raah,1969,Rafi,Anand Bakshi,Laxmikant-Pyarelal,tt0148353
chekhush nazaare ke khud pukaare hai,Pyar Ka Mausam,1969,Rafi,Majrooh,R D Burman,tt0230670
naa jaa o mere hamadam,Pyar Ka Mausam,1969,Lata,Majrooh,R D Burman,tt0230670
rone se aur ishq me.n bebaak ho gaye,? (Non-Film),1969,Lata,Ghalib,Hridaynath Mangeshkar,
pyaar to ik din honaa thaa ... ho gayaa,Ek Shriman Ek Shrimati,1969,"Rafi, Asha",Rajinder Krishan,Kalyanji-Anandji,tt0451048
tujhe suuraj kahuu.N yaa chandaa,Ek Phool Do Mali,1969,Manna De,Prem Dhawan,Ravi,tt0214665
Kushii kii vo raat aa ga_ii ko_ii giit jagane do,Dharti Kahe Pukar Ke,1969,Mukesh,Majrooh,Laxmikant-Pyarelal,tt0215713
merii aawaaz kisii shor me.n Gar Duub gayii,Us Raat Ke Baad,1970,Hemant Kumar,Gulzar,Hemant Kumar,
aahaa aahaa aa ye suhaanaa safar,Suhana Safar,1970,Rafi/ Suman,Anand Bakshi,Laxmikant-Pyarelal,tt0351790
aayaa na hamako pyaar jataanaa,Pehchaan,1970,"Mukesh, Suman Kalyanpur",Indeevar,Shankar-Jaikishan,
ye dil divaanaa hai dil to divaanaa hai,Ishq Par Zor Nahin,1970,"Lata, Rafi",Anand Bakshi,S D Burman,tt0065903
jo tumako ho pasa.nd vahii baat kare.nge,Safar,1970,Mukesh,Indeevar,Kalyanji-Anandji,tt0351790
"ye kis kaa tasavvur hai, ye kis kaa fasaanaa hai",non-Film,1970,Chitra Singh,Jigar Moradabadi,Jagjit Singh,
ham jiye.n yaa mare.n haay ham kyaa kare.n,Harishchandra Taramati,1970,"Asha, Usha Mangeshkar",Virendra Misra,Hridaynath Mangeshkar,
tho.Daa ruk jaayegii to teraa kyaa jaayegaa,Patanga,1970,Rafi,Indeevar,Shankar-Jaikishan,tt0232288
bas yahii aparaadh mai.n har baar karataa huu.N,Pehchaan,1970,Mukesh,Neeraj,Shankar-Jaikishan,
jii bhar ke dekh luu.N mai.n,Deedar,1970,Kishore,Varma Malik,Usha Khanna,tt0231434
tiitar ke do aage tiitar,Mera Naam Joker,1970,"Asha, Simi, Mukesh, Chorus",Hasrat,Shankar-Jaikishan,tt0066070
dekh sakate nahii.n tumako jii bhar ke ham,Ilzam,1970,Mukesh,Indivar,Usha Khanna,
yuu.Nhii tum mujhase baat karatii ho,Sachcha Jhootha,1970,"Rafi, Lata",Indeevar,Kalyanji-Anandji,
jiinaa yahaa.N maranaa yahaa.N,Mera Naam Joker,1970,Mukesh,Shaili Shailendra,Shankar-Jaikishan,tt0066070
tere ho.nTho.n ko terii laalii ko tere yauvan kii,Deedar,1970,Mukesh,Verma Malik,Usha Khanna,tt0231434
merii tamannaa_o.n kii taqadiir tum sa.Nvaar do,Holi Ayee Re,1970,Lata,Indeevar,Kalyanji-Anandji,tt0156611
motii jaisaa ra.ng a.ng me.n ras kaa saagar laharaa_e,Aansoo Aur Muskan,1970,Mukesh,Indeevar,Kalyanji-Anandji,tt0178191
nafarat karane vaalo.n ke siine me.n pyaar bhar duu.N,Johnny Mera Naam,1970,Kishore,Indeevar,Kalyanji-Anandji,
tere ho.nTho.n ko terii laalii ko tere yauvan kii hariyaalii ko,Deedar,1970,Mukesh,Verma Malik,Usha Khanna,tt0231434
